,word,counts
1714,魔法师,6
1715,附赠,1
1716,交待,14
1717,平淡,29
1718,熬过,4
1719,时起,1
1720,出场,74
1721,华生,1
1722,多次,41
1723,送,24
1724,出神,4
1725,助攻,4
1726,付出,13
1727,片刻,6
1728,停留,18
1729,结束,87
1730,孤独,85
1731,良药,3
1732,碉堡,20
1733,长,115
1734,很萌,14
1735,第三遍,10
1736,却是,75
1737,完整版,22
1738,补,40
1739,缺失,16
1740,片段,70
1741,更是,130
1742,点滴,3
1743,不曾,11
1744,预见,8
1745,相遇,13
1746,顺其自然,4
1747,身上,76
1748,生死,34
1749,那棵种,3
1750,公园,5
1751,中心,15
1752,绿萝中,3
1753,始终,72
1754,藏,31
1755,才艺,1
1756,身手,17
1757,胆量,4
1758,半个,17
1759,作者,32
1760,通常,13
1761,占优势,3
1762,巴赞,1
1763,记得,143
1764,窗台,3
1765,浇花,3
1766,楼梯,3
1767,抽烟,5
1768,無數次,1
1769,讓,26
1770,問有,1
1771,存在,225
1772,卓別林,4
1773,成龍,6
1774,爲,5
1775,麽,7
1776,會紅,1
1777,Genius,1
1778,那场,64
1779,钢琴,8
1780,个人,261
1781,20,124
1782,放到,44
1783,佐证,2
1784,何为,11
1785,泪,13
1786,崩,10
1787,其他人,21
1788,流泪,26
1789,抛开,22
1790,马,46
1791,蒂尔,23
1792,里奥,8
1793,重要,180
1794,只会,32
1795,吹嘘,6
1796,性经历,4
1797,不爱,6
1798,做爱,9
1799,吻,18
1800,得到,104
1801,拥有,85
1802,猝不及防,3
1803,陪萝莉,2
1804,2019.9,1
1805,中山音乐堂,2
1806,网上,5
1807,下载,29
1808,放映,26
1809,管风琴,1
1810,音乐会,1
1811,配合,42
1812,音乐家,1
1813,即兴,8
1814,二元,18
1815,互文,8
1816,有着,95
1817,讲得,36
1818,嵌套,7
1819,种种,28
1820,具有,82
1821,开天辟地,3
1822,开创性,10
1823,走向,51
1824,奇观,34
1825,不折不扣,5
1826,先行者,3
1827,泽被后世,1
1828,1920,4
1829,跪,28
1830,很多遍,13
1831,中文名,3
1832,很妙,8
1833,在我心中,16
1834,排名,7
1835,第二,35
1836,法国电影,8
1837,超乎,10
1838,逐渐,27
1839,转向,5
1840,人间,73
1841,疾苦,1
1842,刻意,77
1843,求新,1
1844,求变,1
1845,或者说,25
1846,有所突破,1
1847,强烈推荐,15
1848,烂片,39
1849,拖沓,74
1850,硬伤,31
1851,未成年,4
1852,屡屡,7
1853,勾引,7
1854,失败,57
1855,法国人,9
1856,拍个,12
1857,文绉绉,1
1858,装,38
1859,一如既往,25
1860,不冷萝莉,3
1861,坚忍,3
1862,那种,193
1863,动人,47
1864,真挚,16
1865,每天,23
1866,清理,4
1867,黑色,58
1868,朴素,16
1869,大爱,33
1870,加里,12
1871,奥德曼,11
1872,残忍,60
1873,悚然,3
1874,8.9,10
1875,如果说,22
1876,短片,18
1877,集合体,1
1878,顶部,1
1879,幽灵,12
1880,马车,23
1881,梦中入,2
1882,戏多,2
1883,单车,3
1884,横冲直撞,4
1885,戏开,1
1886,篷车,1
1887,变,51
1888,BJIFF,7
1889,10th,2
1890,整场,3
1891,津津有味,13
1892,笑声,14
1893,阵阵,6
1894,迷影,13
1895,探险,6
1896,跳窗,1
1897,精准,34
1898,卡点,1
1899,美貌,12
1900,羞涩,7
1901,对话,50
1902,隽永,2
1903,无穷,13
1904,借助,12
1905,不死,12
1906,万岁,18
1907,内容,110
1908,神作里,1
1909,何尝,9
1910,美梦,1
1911,多年,93
1912,无与伦比,43
1913,优秀,100
1914,看得出,11
1915,热爱,13
1916,搏命,8
1917,用心,123
1918,苛刻,5
1919,肉眼,2
1920,匠心,10
1921,一代,39
1922,20376,1
1923,梦中,6
1924,2005,7
1925,式,196
1926,侦探小说,2
1927,入迷,2
1928,想当,1
1929,单个,5
1930,轮子,1
1931,闯,4
1932,天下,17
1933,搞,103
1934,富家女,1
1935,蝴蝶结,3
1936,发髻,1
1937,背影,34
1938,日本,525
1939,cosplay,5
1940,钻进,1
1941,合理,35
1942,不合理,13
1943,一说,3
1944,只在乎,1
1945,应不应该,1
1946,梦想,77
1947,照不进,1
1948,说不定,9
1949,照进,9
1950,Bjork,4
1951,Venus,4
1952,As,4
1953,Boy,6
1954,Sting,4
1955,Shape,10
1956,My,13
1957,Heart,10
1958,两首歌,4
1959,原声带,4
1960,收录,7
1961,80,44
1962,阻挡,8
1963,比得上,6
1964,有所,24
1965,出戏入,1
1966,绝妙,28
1967,一系列,27
1968,超有,6
1969,好好,43
1970,扭扭捏捏,2
1971,追女孩,1
1972,555,7
1973,节,56
1974,戴,7
1975,同款,1
1976,帽子,5
1977,跃出,1
1978,来接,1
1979,俗套,54
1980,前卫,26
1981,大胆,27
1982,舞台剧,51
1983,交叉,7
1984,19,27
1985,毫无疑问,11
1986,厄齐,1
1987,尔多,1
1988,认真,33
1989,本书,9
1990,萌到,7
1991,出窍后,1
1992,太妙了,10
1993,笨拙,22
1994,此刻,13
1995,变得,51
1996,好绝,1
1997,衔接,22
1998,闪闪发光,2
1999,坐,30
2000,斗智斗勇,7
2001,高潮迭起,27
2002,忘记,43
2003,恶有恶报,1
2004,颇感,1
2005,畅快,13
2006,泡妞,6
2007,单纯,65
2008,man,41
2009,吃,126
2010,女主角,80
2011,醋,4
2012,lovely,3
2013,情侣,7
2014,看起来,72
2015,不配,10
2016,绝配,7
2017,一对,19
2018,相差,4
2019,33,7
2020,Jean,6
2021,Reno,4
2022,Natalie,7
2023,Portman,7
2024,双双,4
2025,奇遇,5
2026,恋父,3
2027,萝莉控,3
2028,长不大,3
2029,小男孩,10
2030,女生,8
2031,复杂,102
2032,成熟,46
2033,吕大,3
2034,忽悠,8
2035,太特,7
2036,三十年,10
2037,夸张,91
2038,说法,9
2039,二重,1
2040,后花园,2
2041,马路上,2
2042,悬崖,16
2043,边上,3
2044,海上,5
2045,礁石,1
2046,雪地,10
2047,回到,49
2048,飞驰,1
2049,多分钟,10
2050,全程,78
2051,张大嘴,1
2052,wtf,3
2053,度过,11
2054,亦步亦趋,1
2055,女友,18
2056,示爱,3
2057,男女,20
2058,抱俩,1
2059,蒙圈,3
2060,太呆萌,1
2061,忍俊不禁,8
2062,不停,37
2063,暂停,5
2064,电影工业,9
2065,方兴未艾,1
2066,主角,281
2067,一瞬间,14
2068,魔力,11
2069,不由得,7
2070,热泪盈眶,14
2071,敢,31
2072,一件,30
2073,愿意,33
2074,生命危险,3
2075,造,13
2076,一个个,21
2077,光怪陆离,4
2078,范围,13
2079,类型,203
2080,景框,4
2081,互动,11
2082,互相,54
2083,侵入,5
2084,motion,1
2085,picture,1
2086,精致,83
2087,对象,17
2088,画,23
2089,框望,1
2090,观看,65
2091,跨越,32
2092,动态,9
2093,要求,44
2094,环境,55
2095,掌控,40
2096,力,44
2097,扒,10
2098,杆,1
2099,穿行,3
2100,转化,7
2101,举重若轻,11
2102,欢乐,49
2103,忘忧,1
2104,过去,91
2105,历久弥新,3
2106,心神,1
2107,供,6
2108,喜剧演员,10
2109,熟练,7
2110,操作,6
2111,惊叹,39
2112,绳命,4
2113,一刻,24
2114,幸福,55
2115,挂,19
2116,微笑,26
2117,太妙,3
2118,得出,9
2119,连连,13
2120,花式,9
2121,变装,11
2122,穿墙术,1
2123,仅凭,1
2124,转换,30
2125,算不算,11
2126,还原,70
2127,最初,31
2128,本质,57
2129,movie,39
2130,within,1
2131,羡慕,16
2132,放映师,1
2133,工作,33
2134,describe,1
2135,抓到,3
2136,珍珠,3
2137,master,2
2138,mind,13
2139,solved,1
2140,case,2
2141,最爱,42
2142,上映,109
2143,周年,14
2144,发现,222
2145,变形金刚,11
2146,雨中曲,6
2147,麦当娜,8
2148,玛丽莲,5
2149,梦露,8
2150,查理,10
2151,吉恩,5
2152,凯利,9
2153,约翰,7
2154,韦恩时,5
2155,误以为,6
2156,克林特,7
2157,伊斯,21
2158,特伍德,21
2159,太酷,15
2160,what,21
2161,makes,6
2162,社会,229
2163,实验,11
2164,简陋,6
2165,呈现,118
2166,视效,8
2167,疯狂,63
2168,匪夷所思,11
2169,;,35
2170,展示,58
2171,早期,54
2172,发端,1
2173,自指,1
2174,情结,29
2175,―,4
2176,放映机,2
2177,承载,18
2178,一门,5
2179,艺术,119
2180,绝,32
2181,天衣无缝,14
2182,高潮,123
2183,太精彩,25
2184,迪士尼,10
2185,卡通,5
2186,既视感,3
2187,EE,2
2188,2788,1
2189,C347,1
2190,难以想象,15
2191,这片,152
2192,惨败,4
2193,全家人,1
2194,哈哈大笑,4
2195,interesting,3
2196,天妒,1
2197,英才,1
2198,神圣,11
2199,不伦,6
2200,之恋,4
2201,卖命,2
2202,替身,18
2203,趣味盎然,1
2204,tm,5
2205,巨星,19
2206,猛男,8
2207,面前,68
2208,亨得利,1
2209,20.8,3
2210,28,22
2211,二刷,43
2212,2020.8,3
2213,29,18
2214,10thBJIFF,3
2215,第七场,1
2216,保利,2
2217,国际,10
2218,影城,22
2219,淘票票,1
2220,活动,11
2221,场,20
2222,小伙伴,8
2223,带,137
2224,飞,115
2225,票夹,1
2226,贴纸,1
2227,满足,38
2228,不长,4
2229,对白,70
2230,形体,1
2231,很会,3
2232,酣畅淋漓,50
2233,解说员,2
2234,去年,12
2235,源自,7
2236,生生不息,5
2237,历经,15
2238,响起,38
2239,雷鸣般,1
2240,掌声,19
2241,本体,4
2242,指涉,1
2243,dou,1
2244,bz,1
2245,2C6Eyx,1
2246,纽约,17
2247,贫民区,2
2248,住,37
2249,意大利人,3
2250,名叫,7
2251,职业杀手,7
2252,一天,53
2253,邻居家,4
2254,敲开,2
2255,房门,5
2256,暂避,2
2257,杀身之祸,2
2258,主人,10
2259,眼线,18
2260,贪污,3
2261,一小包,2
2262,毒品,3
2263,遭恶警,2
2264,剿灭,7
2265,全家,8
2266,片罚,2
2267,留救,2
2268,帮,12
2269,管家,6
2270,教其,2
2271,识字,2
2272,教,9
2273,使枪,2
2274,相处,9
2275,融洽,2
2276,跟踪,10
2277,恶警,6
2278,贸然,3
2279,报仇,26
2280,反倒,27
2281,抓,67
2282,及时,3
2283,赶到,2
2284,救回,4
2285,搬家,4
2286,落入,8
2287,之手,12
2288,撂倒,2
2289,一片,63
2290,救出,4
2291,通风管道,3
2292,逃生,12
2293,嘱咐,2
2294,积攒,5
2295,取出,3
2296,化装,2
2297,混出,2
2298,包围圈,2
2299,识破,9
2300,一刻里,2
2301,物理,9
2302,卓越,12
2303,所指,7
2304,更深,12
2305,研习,1
2306,深入,48
2307,越少些,1
2308,idea,4
2309,盲目崇拜,2
2310,声音,49
2311,敏锐,10
2312,接受,70
2313,天马行空,36
2314,加载,2
2315,大量,85
2316,特级,3
2317,枪,69
2318,路径,5
2319,嫌多,4
2320,第四,7
2321,面墙,4
2322,包括,43
2323,半个世纪,5
2324,受惠,1
2325,Luc,12
2326,Besson,11
2327,作家,4
2328,商业,121
2329,自始至终,15
2330,压抑,72
2331,心理,80
2332,默默,20
2333,滋生,9
2334,暧昧,28
2335,恋情,4
2336,强求,8
2337,藉由,4
2338,描绘,30
2339,现代文明,4
2340,城市,81
2341,边缘,15
2342,预料到,6
2343,飞蛾扑火,3
2344,深深地,11
2345,余生,11
2346,怀念,36
2347,更酷,8
2348,牛奶,3
2349,当水,3
2350,喝,11
2351,当成,10
2352,朋友,62
2353,纯朴,6
2354,我日,1
2355,超满,1
2356,分神,5
2357,相互,20
2358,构成,34
2359,融合,91
2360,长镜头,46
2361,见解,3
2362,两三个,2
2363,小时,304
2364,不出,20
2365,戳,40
2366,萌点,16
2367,泪点萝莉,1
2368,三个,141
2369,抽,13
2370,扎实,25
2371,植物,5
2372,栽到,1
2373,院子,2
2374,泪点,24
2375,片尾曲,15
2376,shape,4
2377,my,51
2378,heart,8
2379,可谓,23
2380,锦上添花,3
2381,所学,1
2382,戏曲,9
2383,学院,8
2384,功夫,136
2385,渐渐,19
2386,创新,12
2387,冷言冷语,1
2388,我要,46
2389,我过,2
2390,默默地,4
2391,写,90
2392,整整,10
2393,chapter,1
2394,scene,4
2395,analysis,1
2396,hhh,8
2397,舍得,5
2398,单单,5
2399,mise,1
2400,en,1
2401,abymeidentification,1
2402,so,28
2403,sooth,1
2404,and,75
2405,natural,1
2406,不知,73
2407,copy,4
2408,范本,15
2409,小美女,1
2410,漂亮,107
2411,灾难,17
2412,nb,5
2413,发型,17
2414,必定,9
2415,风靡一时,4
2416,脖子,13
2417,装饰,4
2418,帅死,9
2419,游戏,102
2420,放松,18
2421,神经,22
2422,死去,24
2423,坚强,10
2424,2020BJIFF,1
2425,NO.7,1
2426,次元壁,1
2427,线索,41
2428,平行,19
2429,交替,9
2430,融入,43
2431,剧中,14
2432,剧,39
2433,三重,1
2434,空间结构,1
2435,非线性,1
2436,And,20
2437,if,6
2438,i,30
2439,told,4
2440,that,45
2441,loved,3
2442,You,34
2443,maybe,2
2444,think,8
2445,there,12
2446,s,81
2447,something,6
2448,wrong,1
2449,I,125
2450,m,14
2451,not,56
2452,too,14
2453,many,3
2454,faces,1
2455,The,81
2456,mask,1
2457,wear,1
2458,one,30
2459,同类,13
2460,同一个,19
2461,週年,1
2462,133min,1
2463,原來,6
2464,△,2
2465,<,61
2466,Matilda,4
2467,>,72
2468,This,7
2469,這裡,5
2470,戲本來,1
2471,挺,308
2472,挑逗,4
2473,台詞,2
2474,不可不,2
2475,說,38
2476,過度,1
2477,消費用,1
2478,來,34
2479,滿足,1
2480,群癖,1
2481,94,6
2482,黄金,17
2483,两部,86
2484,最最,10
2485,交相辉映,5
2486,热身,2
2487,全都,41
2488,精华,8
2489,一眼,20
2490,难度,16
2491,独一无二,13
2492,车速,1
2493,激,1
2494,弱,38
2495,爆,96
2496,20200829,1
2497,天安门,2
2498,忘怀,1
2499,无需,15
2500,多言,4
2501,可贵,14
2502,博人,4
2503,一笑,17
2504,而博人,1
2505,矮油,1
2506,爱情片,11
2507,韩国,218
2508,翻拍,70
2509,大团圆,10
2510,HE,7
2511,御姐,1
2512,合体,9
2513,范儿,24
2514,亲爱,3
2515,小天狼星,6
2516,啊啊啊,60
2517,怪不得,19
2518,演,148
2519,惊呼,10
2520,Bravo,1
2521,性格,82
2522,十分,135
2523,色彩,210
2524,期望值,3
2525,太高,20
2526,稍微,36
2527,又名,24
2528,终极,37
2529,追杀令,1
2530,纳塔丽,1
2531,年度,70
2532,1994,8
2533,英语,14
2534,官方网站,8
2535,luc,1
2536,besson,1
2537,fr,1
2538,films,2
2539,leon,7
2540,index,1
2541,html,11
2542,imdb,23
2543,链接,19
2544,tt0110413,1
2545,国家,122
2546,地区,27
2547,王小波,1
2548,小说,71
2549,看书,6
2550,狂喜,1
2551,害怕,25
2552,皆,56
2553,飞车,22
2554,枪战,99
2555,穿过,13
2556,重重障碍,1
2557,当船,1
2558,表现手法,9
2559,....,57
2560,抱歉,6
2561,20201128le,1
2562,越加,5
2563,光彩夺目,1
2564,初识,1
2565,银屏,4
2566,交互,3
2567,大哥,21
2568,大概,94
2569,暖,3
2570,sexy,1
2571,without,3
2572,being,2
2573,sexual,1
2574,年轻,87
2575,好帅,51
2576,Of,8
2577,优美,12
2578,旋律,12
2579,烘托出,4
2580,真谛,15
2581,起到,5
2582,煽人泪,1
2583,大赞,16
2584,铃儿,1
2585,响叮当,1
2586,狂飙,3
2587,一手,8
2588,反差,24
2589,颠覆,39
2590,经典影片,1
2591,控和萝莉控,1
2592,无可,12
2593,心头肉,1
2594,题材,177
2595,典范,32
2596,感情纠葛,1
2597,挺帅,4
2598,令人咋舌,1
2599,极为,44
2600,嘲讽,22
2601,希区柯克,11
2602,敞篷,2
2603,风帆,1
2604,伸,1
2605,大拇指,1
2606,水塔,1
2607,速降,2
2608,楼顶,7
2609,两场,24
2610,值得,232
2611,一学,1
2612,再学,1
2613,受用,21
2614,一生,65
2615,不愧,45
2616,特码,1
2617,祸水,13
2618,谱,20
2619,那棵,3
2620,完好无损,1
2621,活,41
2622,真话,3
2623,到底,144
2624,惊悚,53
2625,没什么,78
2626,最怕,1
2627,2010.12,5
2628,26,21
2629,微,6
2630,吸引,81
2631,跳戏,4
2632,超人,79
2633,历险,2
2634,炸药,6
2635,选,18
2636,嫌弃,7
2637,有心,3
2638,那辆,4
2639,刁炸天,1
2640,要守心,1
2641,冷场,3
2642,气场,32
2643,强大,105
2644,久负盛名,1
2645,不用,86
2646,口碑,19
2647,双赢,2
2648,讲述,87
2649,很远,3
2650,很酷,27
2651,超现实,12
2652,兴趣,36
2653,妈妈,31
2654,视频,17
2655,系列,268
2656,处女作,17
2657,大坏蛋,3
2658,日,42
2659,最鐘意,1
2660,這個,24
2661,羅,4
2662,維明,1
2663,kidult,1
2664,前輩,2
2665,舉腳,1
2666,贊成,1
2667,無,15
2668,童心,5
2669,既人,1
2670,俾,4
2671,晒成,1
2672,個,30
2673,唔,18
2674,會識點,1
2675,細路,1
2676,仔玩,1
2677,模型,7
2678,火車,3
2679,遙控,1
2680,船,11
2681,煮,10
2682,飯,1
2683,仔,5
2684,真火車,1
2685,真船,1
2686,佈,3
2687,景,6
2688,even,4
2689,佢,2
2690,諗,1
2691,Er,1
2692,少少憎,1
2693,左成龍,1
2694,可悲,17
2695,莱恩,1
2696,木,8
2697,活在,13
2698,杀人,99
2699,机械,21
2700,进程,5
2701,glad,1
2702,don,14
2703,have,15
2704,stomach,4
2705,ache,1
2706,any,5
2707,more,6
2708,means,1
2709,anything,10
2710,中文,16
2711,译名,5
2712,TM,22
2713,无声电影,3
2714,多萌,1
2715,意外,69
2716,变为,1
2717,写实,42
2718,路线,21
2719,不在意,4
2720,集锦,2
2721,加速,11
2722,娱乐性,43
2723,更高,3
2724,伯曼,1
2725,长得,42
2726,水原,1
2727,希子,1
2728,一模一样,9
2729,gary,2
2730,oldman,4
2731,帅,104
2732,缉毒,1
2733,组就,1
2734,体会,38
2735,之处,22
2736,哪部,5
2737,呆呆,3
2738,叛逆,9
2739,相识,1
2740,老师,79
2741,一句,135
2742,老片,21
2743,新片,10
2744,轻灵,1
2745,一是,15
2746,领悟,5
2747,生动,35
2748,恰到好处,46
2749,传神,4
2750,So,8
2751,Nice,1
2752,shit,10
2753,梦入,3
2754,硬生生,9
2755,血淋淋,6
2756,赤裸裸,18
2757,为巴,1
2758,三呼,1
2759,影中,1
2760,恐怕,23
2761,人能,11
2762,配,37
2763,接连不断,2
2764,酷酷,16
2765,讨人喜欢,1
2766,伤心,7
2767,偷偷,3
2768,热吻,1
2769,亲,19
2770,女朋友,19
2771,大片,263
2772,四星,142
2773,徘徊,9
2774,别出心裁,4
2775,比较简单,2
2776,更加,126
2777,像是,110
2778,舞台,59
2779,时代特色,1
2780,情绪,107
2781,把握,45
2782,只不过,40
2783,学校,32
2784,角度,72
2785,更能,15
2786,单论,2
2787,比不上,23
2788,特有,28
2789,装扮,7
2790,看着,165
2791,及格,9
2792,提升,35
2793,不止,40
2794,档次,7
2795,下车,1
2796,高楼,22
2797,下楼,1
2798,一秒钟,6
2799,换衣,2
2800,活人,9
2801,水上,5
2802,汽车,21
2803,这脑,2
2804,洞,9
2805,月,74
2806,独立,31
2807,小长片,1
2808,经典作品,16
2809,屠夫,2
2810,小子,6
2811,鬼屋,1
2812,而来,3
2813,胶水,1
2814,轻巧,2
2815,高级,28
2816,描写,49
2817,→,43
2818,醋意,2
2819,特写,43
2820,底层,25
2821,上流,2
2822,隔阂,19
2823,留下,59
2824,框中,1
2825,框,2
2826,年龄,19
2827,差距,32
2828,爱恋,5
2829,太太,19
2830,影评,45
2831,真想,13
2832,问问,4
2833,1920s,1
2834,这段,16
2835,买票,2
2836,反复,39
2837,入场,3
2838,刷,45
2839,他妈的,58
2840,几十遍,2
2841,91,2
2842,不腻,5
2843,吸睛,1
2844,张力,75
2845,构建,21
2846,绝大多数,11
2847,妙极,1
2848,公路,76
2849,三者,8
2850,编排,29
2851,可称,2
2852,身手不凡,1
2853,家伙,12
2854,妙哉,1
2855,感恩,4
2856,44,2
2857,完整,94
2858,缜密,10
2859,探索,26
2860,游手好闲,2
2861,一套,19
2862,逻辑,120
2863,一有,1
2864,机会,48
2865,偷东西,1
2866,小家伙,2
2867,诚实,8
2868,别问,1
2869,自剪,2
2870,开山祖师,1
2871,爷,5
2872,拼命三郎,2
